DATE,STATION,TMAX,TMIN,PRCP
2020-09-29,WAM00068098,23.4,,
2020-09-30,WAM00068098,21.6,8.8,
2020-10-01,WAM00068098,21.1,,
2020-10-02,WAM00068098,22.7,,
2020-10-03,WAM00068098,22.7,6.0,
2020-10-04,WAM00068098,21.5,10.7,
2020-10-05,WAM00068098,22.8,,
2020-10-06,WAM00068098,22.8,10.7,
2020-10-07,WAM00068098,20.4,12.7,
2020-10-08,WAM00068098,19.2,12.4,
2020-10-09,WAM00068098,20.7,,
2020-10-10,WAM00068098,20.7,8.4,
2020-10-11,WAM00068098,20.3,8.3,
2020-10-12,WAM00068098,20.2,10.3,
2020-10-13,WAM00068098,,11.7,
2020-10-14,WAM00068098,21.8,,
2020-10-15,WAM00068098,20.6,13.8,
2020-10-16,WAM00068098,27.2,,
2020-10-17,WAM00068098,27.2,,
2020-10-18,WAM00068098,25.6,,
2020-10-19,WAM00068098,25.6,13.0,
2020-10-20,WAM00068098,24.5,,
2020-10-21,WAM00068098,24.5,11.7,
2020-10-22,WAM00068098,22.3,,
2020-10-23,WAM00068098,22.3,,
2020-10-24,WAM00068098,25.6,12.9,
2020-10-25,WAM00068098,25.6,12.9,
2020-10-26,WAM00068098,23.6,,
2020-10-27,WAM00068098,23.4,12.0,
2020-10-28,WAM00068098,21.9,,
2020-10-29,WAM00068098,23.6,12.8,
2020-10-30,WAM00068098,24.6,10.2,
2020-10-31,WAM00068098,26.5,10.7,
2020-11-01,WAM00068098,26.5,9.8,
2020-11-02,WAM00068098,19.7,11.5,
2020-11-03,WAM00068098,,11.3,
2020-11-04,WAM00068098,24.5,11.6,
2020-11-05,WAM00068098,24.5,10.6,
2020-11-06,WAM00068098,24.0,13.9,
2020-11-07,WAM00068098,24.7,12.6,
2020-11-08,WAM00068098,24.9,12.6,
2020-11-09,WAM00068098,26.9,,
2020-11-10,WAM00068098,26.9,10.0,
2020-11-11,WAM00068098,25.7,11.6,
2020-11-12,WAM00068098,20.2,,
2020-11-13,WAM00068098,22.5,13.9,
2020-11-14,WAM00068098,24.4,,
2020-11-15,WAM00068098,24.4,,
2020-11-16,WAM00068098,24.1,,
2020-11-17,WAM00068098,23.8,,
2020-11-18,WAM00068098,23.8,10.7,
2020-11-19,WAM00068098,23.7,12.9,
2020-11-20,WAM00068098,20.9,13.2,
2020-11-21,WAM00068098,24.3,,
2020-11-22,WAM00068098,24.3,12.5,
2020-11-23,WAM00068098,25.0,10.5,
2020-11-24,WAM00068098,,11.4,
2020-11-25,WAM00068098,26.9,11.1,
2020-11-26,WAM00068098,25.7,,
2020-11-27,WAM00068098,22.7,12.5,
2020-11-28,WAM00068098,24.3,14.0,
2020-11-29,WAM00068098,24.3,12.9,
2020-11-30,WAM00068098,22.9,13.4,
2020-12-01,WAM00068098,24.3,,
2020-12-02,WAM00068098,24.3,11.0,
2020-12-03,WAM00068098,19.2,13.6,
2020-12-04,WAM00068098,19.2,13.7,
2020-12-12,WAM00068098,26.2,11.7,
2020-12-13,WAM00068098,26.2,11.7,
2020-12-14,WAM00068098,21.3,14.9,
2020-12-15,WAM00068098,23.2,14.8,
2020-12-16,WAM00068098,23.2,14.8,
2020-12-17,WAM00068098,22.6,15.7,
2020-12-18,WAM00068098,22.6,,
2020-12-19,WAM00068098,22.0,15.0,
2020-12-20,WAM00068098,21.8,,
2020-12-21,WAM00068098,,15.8,0.5
2020-12-22,WAM00068098,24.2,17.4,0.3
2020-12-23,WAM00068098,25.6,16.7,0.0
2020-12-24,WAM00068098,26.7,16.3,
2020-12-25,WAM00068098,26.7,15.7,
2020-12-26,WAM00068098,23.6,16.5,
2020-12-27,WAM00068098,24.9,16.5,
2020-12-28,WAM00068098,24.9,16.8,
2020-12-29,WAM00068098,24.5,,
2020-12-30,WAM00068098,24.5,,
2020-12-31,WAM00068098,23.0,,
2021-01-01,WAM00068098,23.0,,
2021-01-02,WAM00068098,21.8,16.4,
2021-01-03,WAM00068098,26.1,16.5,
2021-01-04,WAM00068098,27.3,19.0,
2021-01-05,WAM00068098,27.3,18.5,
2021-01-06,WAM00068098,28.4,19.3,
2021-01-07,WAM00068098,24.5,17.6,
2021-01-08,WAM00068098,25.2,,
2021-01-09,WAM00068098,25.2,18.5,
2021-01-10,WAM00068098,25.7,18.5,
2021-01-11,WAM00068098,25.7,19.0,
2021-01-12,WAM00068098,,,
2021-01-13,WAM00068098,27.1,19.8,
2021-01-14,WAM00068098,27.1,18.8,
2021-01-15,WAM00068098,26.0,20.0,
2021-01-16,WAM00068098,27.1,17.5,
2021-01-17,WAM00068098,27.1,17.0,
2021-01-18,WAM00068098,26.0,,
2021-01-19,WAM00068098,26.4,,
2021-01-20,WAM00068098,26.4,17.0,
2021-01-21,WAM00068098,26.0,19.0,
2021-01-22,WAM00068098,27.2,,
2021-01-23,WAM00068098,26.0,18.6,
2021-01-24,WAM00068098,26.0,19.2,1.0
2021-01-25,WAM00068098,25.9,18.8,0.3
2021-01-26,WAM00068098,25.7,,0.0
2021-01-27,WAM00068098,24.4,17.6,1.0
2021-01-28,WAM00068098,24.4,17.4,0.0
2021-01-29,WAM00068098,24.2,,
2021-01-30,WAM00068098,,,
2021-01-31,WAM00068098,,,
2021-02-01,WAM00068098,24.3,17.0,
2021-02-02,WAM00068098,25.2,,
2021-02-03,WAM00068098,25.2,,
2021-02-04,WAM00068098,23.0,15.6,
2021-02-05,WAM00068098,24.1,17.0,
2021-02-06,WAM00068098,24.1,,
2021-02-07,WAM00068098,,,
2021-02-08,WAM00068098,23.6,,
2021-02-09,WAM00068098,23.7,,
2021-02-10,WAM00068098,,17.9,
2021-02-13,WAM00068098,25.6,19.1,
2021-02-14,WAM00068098,,,
2021-02-15,WAM00068098,28.3,,
2021-02-16,WAM00068098,28.3,12.9,
2021-02-17,WAM00068098,23.8,13.9,
2021-02-18,WAM00068098,27.8,13.4,
2021-02-19,WAM00068098,27.8,15.0,
2021-02-21,WAM00068098,23.1,,
2021-02-22,WAM00068098,23.1,,
2021-02-23,WAM00068098,21.4,14.6,
2021-02-24,WAM00068098,22.6,,
2021-02-25,WAM00068098,22.6,,
2021-02-26,WAM00068098,21.4,15.7,
2021-02-27,WAM00068098,26.1,,
2021-02-28,WAM00068098,26.1,14.7,
2021-03-01,WAM00068098,29.5,16.6,
2021-03-02,WAM00068098,,17.8,
2021-03-03,WAM00068098,36.1,17.8,
2021-03-04,WAM00068098,33.2,16.7,
2021-03-05,WAM00068098,32.3,15.9,
2021-03-06,WAM00068098,32.3,,
2021-03-07,WAM00068098,29.8,,
2021-03-08,WAM00068098,29.8,,
2021-03-09,WAM00068098,28.0,11.0,
2021-03-10,WAM00068098,28.0,11.5,
2021-03-11,WAM00068098,29.7,12.6,
2021-03-12,WAM00068098,29.7,,
2021-03-13,WAM00068098,26.6,,
2021-03-14,WAM00068098,28.4,,
2021-03-15,WAM00068098,28.4,14.0,
2021-03-16,WAM00068098,27.5,12.9,
2021-03-17,WAM00068098,23.6,14.0,
2021-03-18,WAM00068098,23.5,13.9,
2021-03-19,WAM00068098,23.5,15.5,
2021-03-21,WAM00068098,,15.1,
2021-03-22,WAM00068098,,15.7,
2021-03-23,WAM00068098,26.4,15.4,
2021-03-24,WAM00068098,26.4,15.9,
2021-03-25,WAM00068098,25.4,14.6,
2021-03-26,WAM00068098,23.8,,
2021-03-27,WAM00068098,25.7,14.4,
2021-03-28,WAM00068098,25.7,,
2021-03-29,WAM00068098,25.5,12.6,
2021-03-30,WAM00068098,26.1,13.7,
2021-03-31,WAM00068098,29.1,14.7,
2021-04-01,WAM00068098,33.9,,
2021-04-02,WAM00068098,33.9,,
2021-04-03,WAM00068098,,16.5,
2021-04-04,WAM00068098,37.5,17.4,
2021-04-05,WAM00068098,29.7,,
2021-04-06,WAM00068098,29.9,12.6,
2021-04-07,WAM00068098,29.9,12.3,
2021-04-08,WAM00068098,29.9,11.6,
2021-04-09,WAM00068098,40.7,15.9,
2021-04-12,WAM00068098,41.1,26.0,
2021-04-13,WAM00068098,41.1,25.6,
2021-04-14,WAM00068098,40.6,26.8,
2021-04-15,WAM00068098,38.6,23.3,
2021-04-16,WAM00068098,37.5,24.4,
2021-04-17,WAM00068098,38.7,,
2021-04-18,WAM00068098,38.7,24.4,1.0
2021-04-19,WAM00068098,37.9,25.9,0.0
2021-04-20,WAM00068098,37.5,26.3,
2021-04-21,WAM00068098,34.4,,
2021-04-22,WAM00068098,35.1,,
2021-04-23,WAM00068098,35.1,,
2021-04-24,WAM00068098,30.9,13.0,
2021-04-25,WAM00068098,27.0,,
2021-04-26,WAM00068098,27.0,12.9,
2021-04-27,WAM00068098,26.8,12.5,
2021-04-28,WAM00068098,26.5,13.5,
2021-04-29,WAM00068098,23.9,,
2021-04-30,WAM00068098,23.5,9.0,
2021-05-01,WAM00068098,23.0,8.8,
2021-05-02,WAM00068098,30.6,13.5,
2021-05-03,WAM00068098,32.0,17.7,
2021-05-04,WAM00068098,32.0,17.0,
2021-05-05,WAM00068098,30.9,14.5,
2021-05-06,WAM00068098,30.8,,
2021-05-07,WAM00068098,28.7,10.9,
2021-05-08,WAM00068098,,,
2021-05-09,WAM00068098,,,
2021-05-10,WAM00068098,36.7,,
2021-05-11,WAM00068098,36.7,19.9,
2021-05-12,WAM00068098,36.3,16.6,
2021-05-13,WAM00068098,,15.6,
2021-05-14,WAM00068098,35.9,,
2021-05-15,WAM00068098,,13.8,
2021-05-16,WAM00068098,31.0,11.4,
2021-05-17,WAM00068098,28.2,9.9,
2021-05-18,WAM00068098,28.2,13.2,
2021-05-19,WAM00068098,27.0,,
2021-05-20,WAM00068098,24.4,12.2,
2021-05-21,WAM00068098,27.2,9.9,
2021-05-22,WAM00068098,35.9,12.1,
2021-05-23,WAM00068098,36.5,20.0,
2021-05-24,WAM00068098,36.5,20.7,
2021-05-25,WAM00068098,34.5,,
2021-05-26,WAM00068098,33.6,11.8,
2021-05-27,WAM00068098,31.1,,
2021-05-28,WAM00068098,31.1,11.8,
2021-05-29,WAM00068098,27.8,10.2,
2021-05-30,WAM00068098,26.3,7.8,
2021-05-31,WAM00068098,23.7,7.8,
2021-06-01,WAM00068098,25.2,6.5,
2021-06-02,WAM00068098,,9.8,
2021-06-03,WAM00068098,33.8,19.0,
2021-06-04,WAM00068098,33.8,,
2021-06-05,WAM00068098,32.8,,
2021-06-06,WAM00068098,33.4,19.8,
2021-06-07,WAM00068098,33.4,13.2,
2021-06-08,WAM00068098,31.8,9.8,
2021-06-09,WAM00068098,22.4,7.9,
2021-06-10,WAM00068098,22.4,8.7,
2021-06-11,WAM00068098,23.3,9.0,0.3
2021-06-12,WAM00068098,24.0,9.6,0.0
2021-06-13,WAM00068098,30.7,10.1,
2021-06-14,WAM00068098,32.2,17.5,
2021-06-15,WAM00068098,32.2,11.0,
2021-06-16,WAM00068098,27.2,8.7,
2021-06-17,WAM00068098,20.5,7.5,
2021-06-18,WAM00068098,20.5,7.0,
2021-06-19,WAM00068098,21.3,9.8,
2021-06-20,WAM00068098,34.4,10.7,
2021-06-21,WAM00068098,34.4,17.9,
2021-06-22,WAM00068098,33.6,,
2021-06-23,WAM00068098,25.2,,
2021-06-24,WAM00068098,23.2,8.1,
2021-06-25,WAM00068098,23.2,,
2021-06-26,WAM00068098,25.4,,
2021-06-27,WAM00068098,25.4,12.6,
2021-06-28,WAM00068098,23.4,,
2021-06-29,WAM00068098,23.4,8.2,
2021-06-30,WAM00068098,22.7,9.6,
2021-07-01,WAM00068098,,5.7,
2021-07-02,WAM00068098,23.9,6.6,
2021-07-03,WAM00068098,22.9,8.5,
2021-07-04,WAM00068098,22.2,,
2021-07-05,WAM00068098,22.2,5.7,
2021-07-06,WAM00068098,19.6,5.7,0.3
2021-07-07,WAM00068098,,,0.3
2021-07-08,WAM00068098,18.7,,0.0
2021-07-09,WAM00068098,21.9,5.4,
2021-07-10,WAM00068098,23.0,5.7,
2021-07-11,WAM00068098,30.3,7.9,
2021-07-12,WAM00068098,30.3,,
2021-07-13,WAM00068098,21.5,,
2021-07-14,WAM00068098,27.6,5.9,
2021-07-16,WAM00068098,33.6,,
2021-07-17,WAM00068098,34.1,17.3,
2021-07-20,WAM00068098,21.7,9.5,
2021-07-21,WAM00068098,21.7,7.9,
2021-07-22,WAM00068098,27.1,5.7,
2021-07-23,WAM00068098,,8.3,
2021-07-24,WAM00068098,33.5,,
2021-07-25,WAM00068098,34.1,15.0,
2021-07-26,WAM00068098,34.1,18.4,
2021-07-27,WAM00068098,33.5,,
2021-07-28,WAM00068098,,8.6,
2021-07-29,WAM00068098,26.9,7.0,
2021-07-30,WAM00068098,33.9,9.4,
2021-07-31,WAM00068098,34.3,20.4,
2021-08-01,WAM00068098,34.3,17.2,
2021-08-02,WAM00068098,34.4,,
2021-08-03,WAM00068098,,11.7,
2021-08-04,WAM00068098,21.5,,
2021-08-05,WAM00068098,21.5,8.0,
2021-08-06,WAM00068098,22.1,5.9,
2021-08-07,WAM00068098,22.1,6.2,
2021-08-08,WAM00068098,19.8,6.7,
2021-08-09,WAM00068098,23.8,5.6,
2021-08-10,WAM00068098,23.8,7.5,
2021-08-11,WAM00068098,22.1,,
2021-08-12,WAM00068098,19.5,7.8,
2021-08-13,WAM00068098,23.2,5.9,
2021-08-14,WAM00068098,23.2,,
2021-08-15,WAM00068098,20.8,9.6,
2021-08-16,WAM00068098,18.5,6.9,0.3
2021-08-17,WAM00068098,20.6,7.8,0.0
2021-08-18,WAM00068098,20.6,5.0,0.3
2021-08-19,WAM00068098,22.0,5.6,0.0
2021-08-20,WAM00068098,22.0,6.8,
2021-08-21,WAM00068098,18.6,7.5,
2021-08-22,WAM00068098,18.6,,
2021-08-23,WAM00068098,18.6,,
2021-08-24,WAM00068098,18.6,,
2021-08-25,WAM00068098,,10.3,
2021-08-26,WAM00068098,20.3,7.4,
2021-08-27,WAM00068098,20.3,6.6,
2021-08-28,WAM00068098,28.1,5.4,
2021-08-29,WAM00068098,29.4,6.8,
2021-08-30,WAM00068098,29.4,6.6,
2021-08-31,WAM00068098,26.8,,
2021-09-01,WAM00068098,23.4,,
2021-09-02,WAM00068098,17.5,,
2021-09-03,WAM00068098,20.1,7.4,
2021-09-04,WAM00068098,20.1,,
2021-09-05,WAM00068098,19.3,7.3,
2021-09-06,WAM00068098,21.1,7.8,
2021-09-07,WAM00068098,21.1,6.7,
2021-09-08,WAM00068098,20.4,,
2021-09-09,WAM00068098,19.2,,
2021-09-10,WAM00068098,24.1,5.8,
2021-09-11,WAM00068098,26.5,9.6,
2021-09-12,WAM00068098,26.5,10.4,
2021-09-13,WAM00068098,20.0,,
2021-09-14,WAM00068098,19.8,,
2021-09-15,WAM00068098,20.6,5.6,
2021-09-16,WAM00068098,21.2,,
2021-09-17,WAM00068098,21.2,7.5,
2021-09-18,WAM00068098,,,
2021-09-19,WAM00068098,21.1,7.0,
2021-09-20,WAM00068098,22.7,5.9,
2021-09-21,WAM00068098,22.7,7.3,
2021-09-22,WAM00068098,19.8,8.6,
2021-09-23,WAM00068098,23.5,6.7,
2021-09-24,WAM00068098,23.5,10.4,
2021-09-25,WAM00068098,19.7,9.8,
2021-09-26,WAM00068098,19.7,9.8,
2021-09-27,WAM00068098,20.4,,0.3
2021-09-28,WAM00068098,20.4,,0.0
2021-09-29,WAM00068098,20.0,8.4,
2021-09-30,WAM00068098,20.0,8.9,
2021-10-01,WAM00068098,21.7,8.4,
2021-10-02,WAM00068098,21.7,7.5,
2021-10-03,WAM00068098,20.9,9.4,
2021-10-04,WAM00068098,20.2,9.5,
2021-10-05,WAM00068098,19.0,10.0,
2021-10-06,WAM00068098,22.2,5.7,
2021-10-07,WAM00068098,22.2,,
2021-10-08,WAM00068098,21.6,,
2021-10-09,WAM00068098,25.1,6.4,
2021-10-10,WAM00068098,31.8,9.3,
2021-10-11,WAM00068098,31.8,12.0,
2021-10-12,WAM00068098,23.5,12.2,
2021-10-13,WAM00068098,21.0,13.7,
2021-10-14,WAM00068098,22.0,,
2021-10-15,WAM00068098,22.3,,
2021-10-16,WAM00068098,24.6,,
2021-10-17,WAM00068098,24.6,8.7,
2021-10-18,WAM00068098,31.8,8.8,
2021-10-19,WAM00068098,31.8,12.8,
2021-10-20,WAM00068098,,12.5,
2021-10-21,WAM00068098,20.5,,
2021-10-22,WAM00068098,23.4,8.8,
2021-10-23,WAM00068098,24.2,,
2021-10-24,WAM00068098,24.2,10.4,
2021-10-25,WAM00068098,21.3,13.0,
2021-10-26,WAM00068098,21.2,12.4,
2021-10-27,WAM00068098,24.9,13.3,0.3
2021-10-28,WAM00068098,25.2,13.4,0.0
2021-10-29,WAM00068098,28.0,12.9,
2021-10-30,WAM00068098,28.0,11.5,
2021-10-31,WAM00068098,21.2,11.7,
2021-11-01,WAM00068098,23.3,,
2021-11-02,WAM00068098,23.3,9.8,
2021-11-03,WAM00068098,23.0,,
2021-11-04,WAM00068098,22.7,11.5,
2021-11-05,WAM00068098,23.6,12.8,
2021-11-06,WAM00068098,26.8,11.8,
2021-11-07,WAM00068098,26.8,10.7,
2021-11-08,WAM00068098,25.8,8.9,
2021-11-09,WAM00068098,30.6,10.3,
2021-11-10,WAM00068098,30.6,,
2021-11-11,WAM00068098,23.9,12.7,
2021-11-12,WAM00068098,22.8,,
2021-11-13,WAM00068098,,,
2021-11-14,WAM00068098,,,
2021-11-15,WAM00068098,23.2,,
2021-11-16,WAM00068098,27.3,14.6,
2021-11-17,WAM00068098,27.3,,
2021-11-18,WAM00068098,24.6,,
2021-11-19,WAM00068098,24.4,12.2,
2021-11-20,WAM00068098,22.9,12.0,
2021-11-21,WAM00068098,22.0,,
2021-11-22,WAM00068098,23.2,11.8,
2021-11-23,WAM00068098,23.2,12.0,
2021-11-24,WAM00068098,22.2,,
2021-11-25,WAM00068098,19.9,13.9,
2021-11-26,WAM00068098,19.9,,
2021-11-27,WAM00068098,25.7,10.1,
2021-11-28,WAM00068098,26.6,9.9,
2021-11-29,WAM00068098,26.9,13.8,
2021-11-30,WAM00068098,26.9,12.5,
2021-12-01,WAM00068098,25.2,13.4,
2021-12-02,WAM00068098,25.5,12.8,
2021-12-03,WAM00068098,25.5,,
2021-12-04,WAM00068098,24.3,12.3,
2021-12-05,WAM00068098,25.3,,
2021-12-06,WAM00068098,27.4,,
2021-12-07,WAM00068098,27.4,12.7,
2021-12-08,WAM00068098,22.7,12.9,
2021-12-09,WAM00068098,25.9,13.0,
2021-12-10,WAM00068098,25.9,12.6,
2021-12-11,WAM00068098,,12.8,
2021-12-12,WAM00068098,26.8,12.9,
2021-12-13,WAM00068098,27.3,,
2021-12-14,WAM00068098,27.3,12.8,
2021-12-15,WAM00068098,25.1,11.6,
2021-12-16,WAM00068098,24.6,10.5,
2021-12-17,WAM00068098,24.4,11.0,
2021-12-18,WAM00068098,24.3,,
2021-12-19,WAM00068098,25.7,11.3,
2021-12-20,WAM00068098,26.2,13.4,
2021-12-21,WAM00068098,26.2,14.8,
2021-12-22,WAM00068098,26.1,12.3,
2021-12-23,WAM00068098,26.8,12.7,
2021-12-24,WAM00068098,26.8,13.9,
2021-12-25,WAM00068098,26.7,13.2,
2021-12-26,WAM00068098,26.0,12.2,
2021-12-27,WAM00068098,26.0,12.6,
2021-12-28,WAM00068098,25.9,,
2021-12-29,WAM00068098,27.4,13.6,
2021-12-30,WAM00068098,27.4,12.4,
2021-12-31,WAM00068098,27.3,12.4,
2022-01-01,WAM00068098,29.4,11.0,
2022-01-02,WAM00068098,29.4,12.0,
2022-01-03,WAM00068098,23.9,,
2022-01-04,WAM00068098,22.9,12.6,
2022-01-05,WAM00068098,22.9,13.7,
2022-01-06,WAM00068098,23.5,14.0,
2022-01-07,WAM00068098,23.5,14.5,
2022-01-08,WAM00068098,22.5,14.4,
2022-01-09,WAM00068098,24.0,14.6,
2022-01-10,WAM00068098,24.7,,
2022-01-11,WAM00068098,26.0,11.9,
2022-01-12,WAM00068098,26.0,15.3,
2022-01-13,WAM00068098,,16.5,
2022-01-14,WAM00068098,25.9,16.0,
2022-01-15,WAM00068098,25.6,16.9,
2022-01-16,WAM00068098,26.5,17.8,
2022-01-17,WAM00068098,27.6,17.5,
2022-01-18,WAM00068098,29.8,16.6,1.0
2022-01-19,WAM00068098,29.8,15.8,0.0
2022-01-20,WAM00068098,27.2,18.9,7.9
2022-01-21,WAM00068098,,,0.3
2022-01-22,WAM00068098,32.0,,0.0
2022-01-23,WAM00068098,32.4,21.4,
2022-01-24,WAM00068098,36.7,21.4,
2022-01-25,WAM00068098,36.7,,
2022-01-26,WAM00068098,34.2,15.2,
2022-01-27,WAM00068098,25.3,15.6,
2022-01-28,WAM00068098,24.9,,
2022-01-29,WAM00068098,24.9,15.1,
2022-01-30,WAM00068098,23.2,,
2022-01-31,WAM00068098,25.1,18.0,0.3
2022-02-02,WAM00068098,,,0.0
2022-02-03,WAM00068098,,,
2022-02-05,WAM00068098,27.4,,
2022-02-06,WAM00068098,26.8,18.5,
2022-02-07,WAM00068098,30.7,19.7,
2022-02-08,WAM00068098,30.7,19.8,
2022-02-09,WAM00068098,28.3,18.5,
2022-02-10,WAM00068098,29.5,18.0,
2022-02-11,WAM00068098,29.5,,
2022-02-12,WAM00068098,28.7,19.8,
2022-02-13,WAM00068098,32.8,20.8,
2022-02-14,WAM00068098,32.8,20.9,
2022-02-15,WAM00068098,30.8,21.6,
2022-02-16,WAM00068098,32.1,19.0,
2022-02-17,WAM00068098,32.4,,
2022-02-18,WAM00068098,32.4,17.3,
2022-02-19,WAM00068098,26.2,,
2022-02-20,WAM00068098,26.5,16.9,
2022-02-21,WAM00068098,28.3,18.6,
2022-02-22,WAM00068098,28.8,,
2022-02-23,WAM00068098,28.8,16.1,
2022-02-24,WAM00068098,28.7,,
2022-02-25,WAM00068098,28.7,15.9,
2022-02-26,WAM00068098,27.9,15.7,
2022-02-27,WAM00068098,25.4,14.9,0.3
2022-02-28,WAM00068098,28.3,14.2,0.0
2022-03-01,WAM00068098,28.3,14.3,
2022-03-02,WAM00068098,26.8,,
2022-03-03,WAM00068098,28.7,,
2022-03-04,WAM00068098,28.7,12.4,
2022-03-05,WAM00068098,26.8,13.4,
2022-03-06,WAM00068098,25.5,,
2022-03-07,WAM00068098,24.5,14.3,
2022-03-08,WAM00068098,24.5,,
2022-03-09,WAM00068098,25.0,,
2022-03-10,WAM00068098,25.4,16.3,
2022-03-11,WAM00068098,26.8,15.7,
2022-03-12,WAM00068098,27.7,16.6,
2022-03-13,WAM00068098,28.2,,
2022-03-14,WAM00068098,28.2,,
2022-03-15,WAM00068098,23.8,12.9,
2022-03-16,WAM00068098,23.8,12.7,
2022-03-17,WAM00068098,23.3,,
2022-03-18,WAM00068098,26.5,13.8,
2022-03-19,WAM00068098,26.5,,
2022-03-20,WAM00068098,28.2,14.9,
2022-03-21,WAM00068098,28.5,17.5,
2022-03-22,WAM00068098,31.8,,
2022-03-23,WAM00068098,31.8,,
2022-03-24,WAM00068098,30.8,,
2022-03-25,WAM00068098,25.7,14.3,
2022-03-26,WAM00068098,27.5,13.9,
2022-03-27,WAM00068098,27.5,13.6,
2022-03-28,WAM00068098,,,
2022-03-29,WAM00068098,,,
2022-03-30,WAM00068098,26.4,,
2022-03-31,WAM00068098,28.1,15.3,
2022-04-01,WAM00068098,28.1,,
2022-04-02,WAM00068098,25.6,,
2022-04-03,WAM00068098,19.5,12.6,
2022-04-04,WAM00068098,24.4,12.9,
2022-04-05,WAM00068098,24.4,,
2022-04-06,WAM00068098,25.9,10.4,
2022-04-07,WAM00068098,25.9,,
2022-04-08,WAM00068098,25.0,12.0,
2022-04-09,WAM00068098,22.8,9.0,
2022-04-10,WAM00068098,23.0,8.4,0.3
2022-04-11,WAM00068098,23.3,,0.0
2022-04-12,WAM00068098,23.3,,
2022-04-13,WAM00068098,24.5,,
2022-04-14,WAM00068098,24.5,10.1,
2022-04-15,WAM00068098,22.6,,
2022-04-16,WAM00068098,22.4,11.9,
2022-04-17,WAM00068098,23.1,,
2022-04-18,WAM00068098,29.5,10.1,
2022-04-19,WAM00068098,38.8,,
2022-04-20,WAM00068098,39.7,20.2,
2022-04-21,WAM00068098,39.7,16.9,
2022-04-22,WAM00068098,24.0,13.0,
2022-04-23,WAM00068098,24.0,,
2022-04-24,WAM00068098,22.3,,
2022-04-25,WAM00068098,,7.5,
2022-04-26,WAM00068098,,12.0,
2022-04-27,WAM00068098,,14.0,
2022-04-28,WAM00068098,,15.5,
2022-04-29,WAM00068098,34.9,14.4,
2022-04-30,WAM00068098,32.3,,
2022-05-01,WAM00068098,25.2,8.1,
2022-05-02,WAM00068098,34.9,,
2022-05-03,WAM00068098,37.4,16.7,
2022-05-04,WAM00068098,37.4,21.2,
2022-05-05,WAM00068098,36.7,,
2022-05-06,WAM00068098,,,
2022-05-07,WAM00068098,24.5,10.0,
2022-05-08,WAM00068098,23.6,7.5,
2022-05-09,WAM00068098,,9.5,
2022-05-10,WAM00068098,30.9,12.2,
2022-05-11,WAM00068098,29.8,11.0,
2022-05-12,WAM00068098,29.8,9.0,
2022-05-13,WAM00068098,24.7,9.9,
2022-05-14,WAM00068098,24.2,6.8,
2022-05-15,WAM00068098,29.5,10.3,
2022-05-16,WAM00068098,29.5,14.7,
2022-05-17,WAM00068098,37.6,19.9,
2022-05-18,WAM00068098,,,
2022-05-19,WAM00068098,23.9,,
2022-05-20,WAM00068098,20.8,,
2022-05-21,WAM00068098,19.9,,
2022-05-22,WAM00068098,28.3,7.3,
2022-05-23,WAM00068098,32.4,16.3,
2022-05-24,WAM00068098,,,
2022-05-25,WAM00068098,26.8,8.0,
2022-05-26,WAM00068098,21.8,6.4,
2022-05-27,WAM00068098,21.8,7.6,
2022-05-28,WAM00068098,20.4,,
2022-05-29,WAM00068098,20.7,7.9,0.3
2022-05-30,WAM00068098,27.1,6.6,0.0
2022-05-31,WAM00068098,36.2,8.0,
2022-06-01,WAM00068098,36.2,16.4,
2022-06-02,WAM00068098,34.4,18.0,
2022-06-03,WAM00068098,34.4,16.6,
2022-06-04,WAM00068098,33.1,20.0,
2022-06-05,WAM00068098,34.0,19.7,
2022-06-06,WAM00068098,34.2,,
2022-06-07,WAM00068098,34.2,19.2,
2022-06-08,WAM00068098,33.1,17.5,
2022-06-09,WAM00068098,33.9,17.0,
2022-06-10,WAM00068098,34.9,15.8,
2022-06-11,WAM00068098,34.9,,
2022-06-12,WAM00068098,33.9,,
2022-06-13,WAM00068098,30.5,10.9,
2022-06-14,WAM00068098,21.6,10.3,
2022-06-15,WAM00068098,,6.7,
2022-06-16,WAM00068098,26.9,9.6,
2022-06-17,WAM00068098,26.9,8.9,
2022-06-18,WAM00068098,19.8,10.0,
2022-06-19,WAM00068098,17.3,9.1,
2022-06-20,WAM00068098,17.3,10.5,5.1
2022-06-21,WAM00068098,16.7,,0.0
2022-06-22,WAM00068098,21.5,7.0,
2022-06-23,WAM00068098,21.5,6.8,
2022-06-24,WAM00068098,28.0,8.8,
2022-06-25,WAM00068098,31.2,,
2022-06-26,WAM00068098,34.9,,
2022-06-27,WAM00068098,34.9,22.0,
2022-06-28,WAM00068098,33.6,20.5,
2022-06-29,WAM00068098,32.4,20.0,
2022-06-30,WAM00068098,32.2,20.7,
2022-07-01,WAM00068098,32.2,21.0,
2022-07-02,WAM00068098,26.0,12.8,
2022-07-03,WAM00068098,26.0,11.8,
2022-07-04,WAM00068098,21.4,,
2022-07-05,WAM00068098,21.1,9.6,
2022-07-06,WAM00068098,25.6,7.0,
2022-07-07,WAM00068098,25.6,7.0,
2022-07-08,WAM00068098,,11.6,
2022-07-09,WAM00068098,,,
2022-07-10,WAM00068098,23.7,7.6,
2022-07-11,WAM00068098,23.7,6.6,
2022-07-12,WAM00068098,20.2,8.7,
